Game_Name,game_released,game_rating,game_platform,game_genres,game_stores,game_tags_name
Mortal Kombat 11,2019-04-23,3.94,"['PC', 'PlayStation 4', 'Xbox One', 'Nintendo Switch']","['Action', 'Adventure', 'Fighting']","['PlayStation Store', 'Xbox Store', 'Nintendo Store', 'Steam']","['2D Fighter', 'Action-Adventure', 'Atmospheric', 'Blood', 'Cute', 'Gore', 'Horror', 'Multiplayer', 'Singleplayer', 'Violent', 'Online multiplayer']"
RACE 07,2007-10-15,2.18,['PC'],['Racing'],['Steam'],"['Driving', 'Multiplayer', 'Singleplayer']"
Far Cry,2004-03-22,3.92,"['PC', 'Xbox 360', 'PlayStation 3']","['Action', 'Shooter']","['PlayStation Store', 'Xbox 360 Store', 'GOG', 'Steam']","['Atmospheric', 'Classic', 'Difficult', 'First-Person', 'FPS', 'Great Soundtrack', 'Horror', 'Multiplayer', 'Open World', 'Sandbox', 'Sci-fi', 'Singleplayer', 'Stealth', 'Story Rich', 'Survival', 'overlay', 'cooperative']"
Punch Club,2016-01-07,3.66,"['iOS', 'Linux', 'PC', 'macOS', 'Xbox One', 'PlayStation 4', 'Nintendo 3DS', 'Nintendo Switch']","['RPG', 'Strategy', 'Simulation', 'Sports', 'Fighting', 'Indie']","['PlayStation Store', 'App Store', 'Nintendo Store', 'GOG', 'Steam', 'Xbox Store']","['2D', 'Captions available', '2D Fighter', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Difficult', 'Funny', 'Great Soundtrack', 'Management', 'Pixel Graphics', 'Retro', 'RPG', 'Singleplayer', 'Story Rich', 'role-playing', 'steam-trading-cards']"
>observer_,2017-08-14,3.91,"['Linux', 'macOS', 'PC', 'Nintendo Switch', 'Xbox One', 'PlayStation 4']","['Adventure', 'Indie']","['Epic Games', 'PlayStation Store', 'Nintendo Store', 'Xbox Store', 'GOG', 'Steam']","['Partial Controller Support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Other', 'Cyberpunk', 'Dystopian', 'First-Person', 'Futuristic', 'Gore', 'Horror', 'Sci-fi', 'Singleplayer', 'Story Rich', 'Survival', 'Violent', 'Walking Simulator']"
ORION: Prelude,2012-05-04,2.32,['PC'],"['Action', 'Adventure', 'RPG', 'Indie']",['Steam'],"['Full controller support', 'Includes level editor', 'Steam Achievements', 'Steam Leaderboards', 'Steam Workshop', 'Valve Anti-Cheat enabled', 'Co-op', 'Dinosaurs', 'First-Person', 'FPS', 'Mechs', 'Multiplayer', 'Online Co-Op', 'Open World', 'PvP', 'Sci-fi', 'Singleplayer', 'Team-Based', 'Third Person', 'Third-Person Shooter', 'Online multiplayer', 'cooperative', 'Roguelike', 'steam-trading-cards', 'stats']"
Puzzle Agent,2010-06-30,3.1,"['PC', 'macOS', 'iOS', 'PlayStation 3']","['Adventure', 'Casual', 'Puzzle']","['GOG', 'Steam', 'PlayStation Store']","['2D', 'Atmospheric', 'Comedy', 'Detective', 'Funny', 'Horror', 'Mystery', 'Point & Click', 'Short', 'Singleplayer', 'Surreal', 'Touch-Friendly']"
Apotheon,2015-02-02,3.13,"['Linux', 'PC', 'macOS', 'PlayStation 4']","['Action', 'Adventure', 'RPG', 'Indie']","['GOG', 'Steam', 'PlayStation Store']","['2D', 'Captions available', 'Full controller support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Difficult', 'Great Soundtrack', 'Historical', 'Metroidvania', 'Multiplayer', 'Mythology', 'Nudity', 'RPG', 'Side Scroller', 'Singleplayer', 'Stylized', 'controller support', 'steam-trading-cards']"
Kane and Lynch: Dead Men,2007-11-13,3.66,"['PC', 'Xbox 360', 'PlayStation 3']","['Action', 'Shooter']","['PlayStation Store', 'Xbox 360 Store', 'Steam']","['Partial Controller Support', 'Atmospheric', 'Controller', 'Co-op', 'Crime', 'Heist', 'Local Co-Op', 'Multiplayer', 'Open World', 'Singleplayer', 'Split Screen', 'Story Rich', 'Third Person', 'Third-Person Shooter', 'Violent', 'cooperative']"
Realm Royale,2018-06-05,2.74,"['Nintendo Switch', 'PC', 'Xbox One', 'PlayStation 4']",['Action'],"['Nintendo Store', 'PlayStation Store', 'Xbox Store', 'Steam']","['Partial Controller Support', 'Other', 'Competitive', 'Co-op', 'Early Access', 'Fantasy', 'FPS', 'Free to Play', 'Memes', 'Multiplayer', 'Online Co-Op', 'Open World', 'PvP', 'Singleplayer', 'Survival', 'Team-Based', 'Third Person', 'Third-Person Shooter', 'Online multiplayer', 'cooperative']"
Overlord: Raising Hell,2008-02-15,3.64,"['Linux', 'macOS', 'PC', 'Xbox 360', 'PlayStation 3']",['RPG'],['Steam'],"['Action-Adventure', 'Action RPG', 'Partial Controller Support', 'Comedy', 'Fantasy', 'Funny', 'RPG', 'Singleplayer', 'Third Person', 'Villain Protagonist']"
Fahrenheit: Indigo Prophecy Remastered,2015-01-28,4.2,"['macOS', 'Linux', 'PC', 'iOS']","['Adventure', 'RPG']","['App Store', 'Steam']","['Full controller support', 'Steam Cloud', 'Atmospheric', 'Choices Matter', 'Cinematic', 'Classic', 'Detective', 'Female Protagonist', 'Great Soundtrack', 'Horror', 'Mature', 'Mystery', 'Noir', 'Nudity', 'Quick-Time Events', 'Remake', 'RPG', 'Singleplayer', 'Story Rich', 'Supernatural']"
Full Throttle Remastered,2017-04-17,4.02,"['Linux', 'macOS', 'iOS', 'PC', 'PS Vita', 'PlayStation 4']",['Adventure'],"['PlayStation Store', 'App Store', 'itch.io', 'GOG', 'Steam']","['2D', 'Full controller support', 'Steam Achievements', 'Steam Cloud', 'Classic', 'Cult Classic', 'Great Soundtrack', 'Point & Click', 'Remake', 'Singleplayer', 'overlay', 'cloud saves', 'steam-trading-cards']"
EA SPORTS FIFA 17,2016-09-27,3.29,"['PlayStation 4', 'Xbox One', 'PlayStation 3', 'Xbox 360', 'PC']",['Sports'],"['Xbox 360 Store', 'Xbox Store', 'PlayStation Store']","['e-sports', 'Football', 'Multiplayer', 'Singleplayer', 'Soccer', 'reality-based']"
Back to the Future: The Game,2010-12-21,3.29,"['PC', 'macOS', 'iOS', 'PlayStation 4', 'Xbox 360', 'Wii']","['Action', 'Adventure', 'Puzzle']","['App Store', 'Nintendo Store', 'Steam', 'GOG']","['Comedy', 'Episodic', 'Funny', 'Futuristic', 'Movie', 'Point & Click', 'Sci-fi', 'Singleplayer', 'Time Travel']"
Gothic II: Gold Edition,2010-01-13,4.39,['PC'],"['Action', 'RPG']",['Steam'],"['Action RPG', 'Atmospheric', 'Classic', 'Dark Fantasy', 'Difficult', 'Dragons', 'Fantasy', 'Gothic', 'Great Soundtrack', 'Magic', 'Medieval', 'Open World', 'Pirates', 'Replay Value', 'RPG', 'Singleplayer', 'Story Rich', 'Third Person']"
Uplink,2006-08-23,3.16,"['iOS', 'macOS', 'Linux', 'PC']","['Strategy', 'Simulation', 'Indie']","['App Store', 'Steam']","['2D', 'Atmospheric', 'Classic', 'Cyberpunk', 'Experimental', 'Great Soundtrack', 'Hacking', 'Real-Time with Pause', 'Sci-fi', 'Singleplayer', 'Story Rich']"
World of Tanks,2010-08-12,2.93,"['PC', 'Xbox One', 'PlayStation 4', 'Xbox 360']","['Action', 'Shooter', 'Massively Multiplayer']","['Xbox 360 Store', 'PlayStation Store', 'Xbox Store']","['Multiplayer', 'Tanks', 'War', 'simple', 'combat', 'tank', 'ww2']"
Medieval II: Total War,2007-11-27,4.0,"['Linux', 'PC', 'macOS']","['Strategy', 'Simulation']","['App Store', 'Steam']","['4X', 'Classic', 'Grand Strategy', 'Great Soundtrack', 'Historical', 'Medieval', 'Military', 'Moddable', 'Multiplayer', 'Real Time Tactics', 'RTS', 'Sandbox', 'Singleplayer', 'Tactical', 'Turn-Based', 'Turn-Based Strategy', 'War', 'steam-trading-cards']"
Kingdom: New Lands,2015-10-21,3.84,"['iOS', 'Android', 'PC', 'macOS', 'Linux', 'PlayStation 4', 'Nintendo Switch', 'Xbox One']","['Strategy', 'Simulation', 'Arcade', 'Casual', 'Indie']","['PlayStation Store', 'App Store', 'Epic Games', 'Google Play', 'Xbox Store', 'Nintendo Store', 'Steam', 'GOG']","['2D', 'Full controller support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Base Building', 'Building', 'Exploration', 'Fantasy', 'Great Soundtrack', 'Medieval', 'Open World', 'Pixel Graphics', 'Side Scroller', 'Singleplayer', 'Survival', 'Tower Defense', 'controller support', 'overlay', 'Roguelike', 'steam-trading-cards']"
Defy Gravity Extended,2016-03-18,2.05,['PC'],"['Action', 'Adventure', 'RPG', 'Strategy', 'Simulation', 'Sports', 'Racing', 'Casual', 'Indie']",['Steam'],"['2D', 'Captions available', 'Full controller support', 'Anime', 'Steam Achievements', 'Difficult', 'Female Protagonist', 'Great Soundtrack', 'Horror', 'Multiplayer', 'Open World', 'Physics', 'Retro', 'RPG', 'Sci-fi', 'Singleplayer', 'Space', 'steam-trading-cards']"
The Tiny Bang Story,2011-04-21,3.07,"['Nintendo Switch', 'PC', 'Android', 'iOS', 'Linux', 'macOS']","['Adventure', 'Casual', 'Educational', 'Family', 'Indie', 'Puzzle']","['Nintendo Store', 'Google Play', 'App Store', 'GOG', 'Steam']","['2D', 'Atmospheric', 'Hand-drawn', 'Hidden Object', 'Music', 'Point & Click', 'Relaxing', 'Short', 'Singleplayer', 'Touch-Friendly', 'steam-trading-cards']"
STAR WARS Jedi Knight: Dark Forces II,1997-09-29,3.79,['PC'],"['Action', 'Shooter']","['GOG', 'Steam']","['Partial Controller Support', 'Steam Cloud', 'Classic', 'First-Person', 'FMV', 'FPS', 'Great Soundtrack', 'Local Multiplayer', 'Multiplayer', 'Retro', 'Sci-fi', 'Singleplayer', 'Space', 'Star Wars', 'Third Person']"
Everybody's Gone to the Rapture,2015-08-11,3.36,"['PC', 'PlayStation 4']","['Adventure', 'Casual', 'Indie']","['Steam', 'PlayStation Store']","['Captions available', 'Full controller support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Exploration', 'First-Person', 'Great Soundtrack', 'Horror', 'Mystery', 'Open World', 'Post-apocalyptic', 'Sci-fi', 'Singleplayer', 'Story Rich', 'Walking Simulator']"
No Time To Explain Remastered,2015-07-17,2.78,"['Linux', 'PC', 'macOS']","['Action', 'Adventure', 'Casual', 'Indie']",['Steam'],"['2D', 'Full controller support', 'Includes level editor', 'Steam Achievements', 'Steam Cloud', 'Steam Workshop', 'Comedy', 'Difficult', 'Funny', 'Gore', 'Great Soundtrack', 'Local Co-Op', 'Local Multiplayer', 'Memes', 'Multiplayer', 'Remake', 'Singleplayer', 'Split Screen', 'Time Travel', 'steam-trading-cards']"
OKAMI HD / 大神 絶景版,2017-12-12,4.17,"['PlayStation 4', 'PC', 'Xbox One', 'PlayStation 3', 'Nintendo Switch']","['Action', 'Adventure']","['PlayStation Store', 'Nintendo Store', 'Xbox Store', 'Steam']",['Singleplayer']
DuckTales: Remastered,2013-08-13,3.78,"['PlayStation 3', 'PC']","['Adventure', 'Platformer']","['App Store', 'Google Play', 'Nintendo Store', 'Steam', 'PlayStation Store']","['2D', 'Full controller support', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Cartoon', 'Classic', 'Difficult', 'Exploration', 'Family Friendly', 'Great Soundtrack', 'Horror', 'Remake', 'Retro', 'Short', 'Singleplayer', 'steam-trading-cards']"
Absolver,2017-08-28,2.84,"['PC', 'Xbox One', 'PlayStation 4']","['Action', 'Adventure', 'Fighting', 'Indie']","['Xbox Store', 'PlayStation Store', 'GOG', 'Steam']","['Full controller support', 'Action RPG', 'Steam Achievements', 'Character Customization', 'Co-op', 'Difficult', 'Martial Arts', 'MMORPG', 'Multiplayer', 'Online Co-Op', 'Open World', 'PvE', 'PvP', 'RPG', 'Singleplayer', 'Swordplay', 'Online multiplayer', 'cooperative']"
Alice: Madness Returns,2011-06-14,3.98,"['PC', 'PlayStation 3', 'Xbox 360']","['Action', 'Adventure']","['Xbox 360 Store', 'Steam', 'PlayStation Store']","['3D Vision', 'Action-Adventure', 'Atmospheric', 'Based On A Novel', 'Dark', 'Fantasy', 'Female Protagonist', 'Gore', 'Gothic', 'Hack and Slash', 'Horror', 'Psychological', 'Singleplayer', 'Steampunk', 'Story Rich', 'Surreal', 'Third Person']"
Unravel,2016-02-09,3.98,"['Xbox One', 'PC', 'PlayStation 4', 'Xbox 360']","['Arcade', 'Puzzle', 'Platformer']","['Xbox 360 Store', 'Xbox Store', 'PlayStation Store']","['children', 'flower', 'island', 'cat', 'small-size', 'wolly']"
LEGO Star Wars - The Complete Saga,2007-11-06,4.04,"['Android', 'macOS', 'PC', 'iOS', 'PlayStation 3', 'Nintendo DS', 'Xbox 360', 'Wii', 'Xbox One']","['Action', 'Adventure', 'Family']","['GOG', 'Nintendo Store', 'App Store', 'Steam', 'Google Play', 'Xbox 360 Store', 'Xbox Store']","['Full controller support', 'Steam Cloud', 'Classic', 'Comedy', 'Controller', 'Co-op', 'Family Friendly', 'Funny', 'Great Soundtrack', 'LEGO', 'Local Co-Op', 'Local Multiplayer', 'Multiplayer', 'Open World', 'Sci-fi', 'Singleplayer', 'Space', 'Split Screen', 'Star Wars', 'cooperative']"
Unreal Tournament 3 Black,2007-12-11,3.73,"['PC', 'PlayStation 3', 'Xbox 360']","['Action', 'Shooter']","['PlayStation Store', 'Xbox 360 Store', 'Steam']","['Arena Shooter', 'Steam Achievements', 'Atmospheric', 'Classic', 'Competitive', 'Co-op', 'Fast-Paced', 'First-Person', 'FPS', 'Gore', 'Great Soundtrack', 'Moddable', 'Multiplayer', 'Sci-fi', 'Singleplayer', 'Split Screen', 'Team-Based', 'cooperative']"
OlliOlli2: Welcome to Olliwood,2015-03-03,3.32,"['Linux', 'PC', 'macOS', 'PS Vita', 'PlayStation 4']","['Action', 'Sports', 'Indie', 'Platformer']","['Xbox Store', 'PlayStation Store', 'GOG', 'Steam', 'Google Play']","['2D', 'Full controller support', '4 Player Local', 'Steam Achievements', 'Steam Leaderboards', 'Difficult', 'Great Soundtrack', 'Local Co-Op', 'Local Multiplayer', 'Multiplayer', 'Singleplayer', 'Split Screen', 'skateboarding', 'Skating']"
Street Fighter V,2016-02-15,3.7,"['PC', 'PlayStation 4']","['Action', 'Fighting']","['Steam', 'PlayStation Store']","['Cross-Platform Multiplayer', '2.5D', '2D', '2D Fighter', 'Full controller support', 'Anime', 'Steam Achievements', ""Beat 'em up"", 'Classic', 'Competitive', 'Controller', 'e-sports', 'Female Protagonist', 'Great Soundtrack', 'Local Multiplayer', 'Memes', 'Multiplayer', 'Nudity', 'Singleplayer', 'steam-trading-cards']"
Gears of War 3,2011-09-20,4.21,"['Xbox 360', 'Xbox One']",['Shooter'],['Xbox 360 Store'],['exclusive']
Rome: Total War - Collection,2007-08-28,3.89,"['PC', 'iOS']",['Strategy'],['Steam'],"['4X', 'Atmospheric', 'Classic', 'Grand Strategy', 'Great Soundtrack', 'Historical', 'Medieval', 'Moddable', 'Multiplayer', 'Real Time Tactics', 'Rome', 'RTS', 'Singleplayer', 'Tactical', 'Turn-Based', 'Turn-Based Strategy', 'War', 'steam-trading-cards']"
Dishonored: Death of the Outsider,2017-09-14,4.04,"['PC', 'PlayStation 4', 'Xbox One']",['Action'],"['GOG', 'PlayStation Store', 'Xbox Store', 'Steam']","['Full controller support', 'Steam Achievements', 'Assassin', 'Steam Cloud', 'Atmospheric', 'Dark', 'Female Protagonist', 'First-Person', 'Gore', 'Magic', 'Open World', 'Singleplayer', 'Stealth', 'Steampunk', 'Story Rich', 'Violent', 'Immersive Sim']"
Reus,2013-05-15,3.17,"['PC', 'Xbox One', 'Linux', 'macOS', 'PlayStation 4']","['Strategy', 'Simulation', 'Indie']","['PlayStation Store', 'Steam', 'GOG', 'Xbox Store']","['2D', 'Steam Achievements', 'Family Friendly', 'Fantasy', 'God Game', 'Great Soundtrack', 'Relaxing', 'Replay Value', 'Resource Management', 'Sandbox', 'Singleplayer', 'nature', 'steam-trading-cards']"
Gears of War 4,2016-10-11,3.92,"['Xbox One', 'PC']","['Action', 'Shooter']",['Xbox Store'],"['Aliens', 'Multiplayer', 'Sci-fi', 'Singleplayer', 'Violent', 'cover', 'chainsaw', 'exclusive', 'w10 exclusive']"
Tomb Raider II,1997-10-31,3.83,"['Android', 'iOS', 'PlayStation', 'PSP', 'PC', 'PS Vita', 'Classic Macintosh', 'PlayStation 3']","['Action', 'Shooter', 'Adventure', 'Platformer']","['App Store', 'PlayStation Store', 'Google Play', 'Steam']","[""1990's"", '3D Platformer', 'Action-Adventure', 'Atmospheric', 'Classic', 'Female Protagonist', 'Lara Croft', 'Singleplayer', 'Third Person', 'Third-Person Shooter']"
Fable Anniversary,2014-02-04,4.16,"['PC', 'Xbox 360']",['RPG'],"['Xbox 360 Store', 'Steam']","['Full controller support', 'Action RPG', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Steam Workshop', 'Character Customization', 'Choices Matter', 'Classic', 'Comedy', 'Fantasy', 'Funny', 'Great Soundtrack', 'Magic', 'Medieval', 'Open World', 'Remake', 'RPG', 'Sandbox', 'Singleplayer', 'Story Rich', 'Third Person', 'steam-trading-cards']"
Prince of Persia: The Sands of Time,2003-10-28,4.23,"['Xbox', 'GameCube', 'PlayStation 3', 'PC', 'PlayStation 2']","['Action', 'Adventure', 'Platformer']","['Xbox 360 Store', 'PlayStation Store', 'Steam', 'GOG']","['Atmospheric', 'Classic', 'Fantasy', 'Great Soundtrack', 'Hack and Slash', 'Parkour', 'Puzzle-Platformer', 'Singleplayer', 'Story Rich', 'Third Person', 'Time Manipulation', 'Time Travel', 'controller support']"
inFAMOUS 2,2011-06-07,4.12,['PlayStation 3'],"['Action', 'Shooter', 'Puzzle']",['PlayStation Store'],"['exclusive', 'true exclusive']"
Q.U.B.E: Director's Cut,2014-05-21,3.16,"['PC', 'Android', 'macOS', 'Linux', 'Xbox One', 'Wii U', 'PlayStation 3', 'PlayStation 4']","['Action', 'Adventure', 'Indie', 'Puzzle']","['Xbox Store', 'Google Play', 'Nintendo Store', 'GOG', 'Steam', 'PlayStation Store']","['Partial Controller Support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Steam Leaderboards', 'Classic', 'First-Person', 'Physics', 'Science', 'Sci-fi', 'Singleplayer', 'Soundtrack', 'Space', 'VR', '3D', 'puzzles', 'stats']"
FIFA 15,2014-09-20,3.29,"['Xbox One', 'Nintendo 3DS', 'Xbox 360', 'PlayStation 3', 'PS Vita', 'PlayStation 4', 'PC']",['Sports'],"['Xbox 360 Store', 'Nintendo Store', 'PlayStation Store', 'Xbox Store']","['Football', 'Multiplayer', 'Soccer', 'Story', 'online', 'ball', 'match', 'reality-based']"
Crash Bandicoot 3: Warped,1998-10-31,4.28,"['PlayStation', 'PS Vita', 'PlayStation 3', 'PSP']","['Action', 'Adventure']",['PlayStation Store'],"['Singleplayer', 'exclusive']"
Out There Somewhere,2016-03-14,2.6,"['macOS', 'PC']","['Action', 'Adventure', 'RPG', 'Strategy', 'Simulation', 'Sports', 'Racing', 'Casual', 'Indie']",['Steam'],"['2D', 'Full controller support', 'Anime', 'Steam Achievements', 'Steam Cloud', 'Difficult', 'Great Soundtrack', 'Metroidvania', 'Pixel Graphics', 'Puzzle-Platformer', 'Retro', 'RPG', 'Sci-fi', ""Shoot 'Em Up"", 'Short', 'Singleplayer', 'Space', 'steam-trading-cards', 'stats']"
Shadowrun: Hong Kong - Extended Edition,2015-08-20,3.86,"['Linux', 'PC', 'macOS']","['Adventure', 'RPG', 'Strategy', 'Indie']",['Steam'],"['Includes level editor', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Steam Workshop', 'CRPG', 'Cyberpunk', 'Fantasy', 'Female Protagonist', 'Great Soundtrack', 'Isometric', 'Kickstarter', 'RPG', 'Sci-fi', 'Singleplayer', 'Story Rich', 'Tactical', 'Turn-Based', 'Turn-Based Combat', 'Turn-Based Tactics']"
Flower,2009-02-12,4.01,"['PC', 'iOS', 'PS Vita', 'PlayStation 4', 'PlayStation 3']","['Adventure', 'Arcade', 'Casual', 'Family']","['PlayStation Store', 'Epic Games', 'GOG', 'Steam', 'App Store']","['Full controller support', 'Steam Achievements', 'Steam Cloud', 'Exploration', 'Flight', 'Singleplayer', 'nature']"
TEKKEN 7,2015-03-18,4.08,"['PC', 'PlayStation 4', 'Xbox One']","['Action', 'Sports', 'Fighting']","['Xbox Store', 'Steam', 'PlayStation Store']","['Full controller support', 'Anime', 'Steam Achievements', 'Steam Cloud', 'Steam Leaderboards', 'Atmospheric', ""Beat 'em up"", 'Character Customization', 'Competitive', 'Controller', 'Co-op', 'Difficult', 'e-sports', 'Great Soundtrack', 'Heist', 'Local Multiplayer', 'Multiplayer', 'Nudity', 'Singleplayer', 'Split Screen', 'Story Rich', 'Third Person', 'Online multiplayer', 'steam-trading-cards']"
Downwell,2015-10-14,3.9,"['PC', 'Android', 'iOS', 'Nintendo Switch', 'PS Vita', 'PlayStation 4']","['Action', 'Adventure', 'Arcade', 'Casual', 'Indie', 'Platformer']","['App Store', 'Nintendo Store', 'Google Play', 'GOG', 'Steam', 'PlayStation Store']","['2D', 'Partial Controller Support', 'Steam Achievements', 'Steam Leaderboards', 'Difficult', 'Fast-Paced', 'GameMaker', 'Great Soundtrack', 'Pixel Graphics', 'Procedural Generation', 'Retro', ""Shoot 'Em Up"", 'Singleplayer', 'controller support', 'overlay', 'Roguelite', 'Roguelike']"
"Warhammer 40,000: Dawn of War II Chaos Rising",2010-03-11,3.94,"['PC', 'Linux', 'macOS']",['Strategy'],['Steam'],"['Steam Cloud', 'Co-op', 'Games Workshop', 'Gore', 'Multiplayer', 'Real-Time', 'RPG', 'RTS', 'Sci-fi', 'Singleplayer', 'Tactical', 'Warhammer 40K', 'cooperative']"
Lovers in a Dangerous Spacetime,2015-09-08,3.54,"['Linux', 'macOS', 'PC', 'Xbox One', 'Nintendo Switch', 'PlayStation 4']","['Action', 'Shooter', 'Simulation', 'Indie']","['Nintendo Store', 'GOG', 'Steam', 'Xbox Store', 'PlayStation Store']","['2D', 'Full controller support', '4 Player Local', 'Steam Achievements', 'Steam Cloud', 'Colorful', 'Co-op', 'Cute', 'Great Soundtrack', 'Local Co-Op', 'Local Multiplayer', 'Multiplayer', 'Sci-fi', ""Shoot 'Em Up"", 'Singleplayer', 'Space', 'Split Screen', 'controller support', 'cooperative', 'party', 'steam-trading-cards']"
Conan Exiles,2017-01-30,2.68,"['PC', 'PlayStation 4', 'Xbox One']","['Action', 'Adventure', 'Massively Multiplayer']","['PlayStation Store', 'Xbox Store', 'Steam']","['Building', 'Co-op', 'Crafting', 'Early Access', 'Exploration', 'Fantasy', 'Gore', 'Multiplayer', 'Nudity', 'Online Co-Op', 'Open World', 'PvP', 'RPG', 'Sandbox', 'Singleplayer', 'Survival', 'Violent', 'Online multiplayer', 'cooperative']"
DOOM II,1994-09-30,4.38,"['Nintendo Switch', 'iOS', 'PC', 'macOS', 'Xbox 360', 'Classic Macintosh', 'Game Boy Advance']","['Action', 'Shooter']","['App Store', 'GOG', 'Xbox 360 Store', 'Steam']","[""1990's"", '2.5D', 'Steam Cloud', 'Classic', 'Demons', 'First-Person', 'FPS', 'Gore', 'Great Soundtrack', 'Horror', 'Moddable', 'Multiplayer', 'Online Co-Op', 'Pixel Graphics', 'Retro', 'Sci-fi', 'Singleplayer', 'Violent', 'Zombies', 'deathmatch', 'cooperative']"
Shadow Tactics: Blades of the Shogun,2016-12-05,4.21,"['Linux', 'PC', 'macOS', 'Xbox One', 'PlayStation 4']","['Strategy', 'Indie']","['Epic Games', 'PlayStation Store', 'Xbox Store', 'GOG', 'Steam']","['Full controller support', 'Steam Achievements', 'Assassin', 'Steam Cloud', 'Atmospheric', 'Difficult', 'Historical', 'Isometric', 'Ninja', 'Nudity', 'Open World', 'Real Time Tactics', 'RTS', 'Singleplayer', 'Stealth', 'Survival', 'Tactical', 'Third Person', 'Violent', 'achievements', 'controller support', 'overlay', 'steam-trading-cards']"
Stacking,2011-02-07,3.37,"['PC', 'Linux', 'macOS', 'PlayStation 3', 'Xbox 360']","['Action', 'Adventure', 'RPG', 'Indie', 'Puzzle']","['Xbox 360 Store', 'Steam', 'GOG', 'PlayStation Store']","['Partial Controller Support', 'Atmospheric', 'Comedy', 'Cute', 'Exploration', 'Family Friendly', 'Funny', 'Short', 'Singleplayer', 'Steampunk', 'Third Person', 'controller support']"
Pyre,2017-07-25,4.22,"['macOS', 'PC', 'Linux', 'PlayStation 4']","['RPG', 'Sports', 'Arcade', 'Indie']","['GOG', 'Steam', 'PlayStation Store']","['Captions available', 'Full controller support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Choices Matter', 'Fantasy', 'Great Soundtrack', 'Hand-drawn', 'Local Multiplayer', 'Multiplayer', 'Party-Based RPG', 'RPG', 'Singleplayer', 'Story Rich', 'Visual Novel', 'steam-trading-cards']"
DOOM Eternal,2020-03-20,4.31,"['PC', 'Nintendo Switch', 'PlayStation 4', 'Xbox One']","['Action', 'Shooter']","['Xbox Store', 'PlayStation Store', 'Steam']","['Partial Controller Support', 'Atmospheric', 'Blood', 'Co-op', 'Demons', 'Fast-Paced', 'First-Person', 'FPS', 'Gore', 'Great Soundtrack', 'Horror', 'Multiplayer', 'Sci-fi', 'Singleplayer', 'Violent', 'Online multiplayer']"
NBA 2K16,2015-09-25,2.92,"['PC', 'Xbox One', 'Xbox 360', 'PlayStation 3', 'PlayStation 4']",['Sports'],"['Steam', 'Xbox Store']","['Full controller support', 'Steam Achievements', 'Steam Cloud', 'Atmospheric', 'Basketball', 'Controller', 'Co-op', 'Free to Play', 'Great Soundtrack', 'Multiplayer', 'Online Co-Op', 'Realistic', 'RPG', 'Singleplayer', 'Split Screen', 'cooperative']"
Tricky Towers,2016-06-20,3.57,"['PlayStation 4', 'Linux', 'macOS', 'PC', 'iOS', 'Android', 'Xbox One', 'Nintendo Switch']","['Arcade', 'Casual', 'Indie', 'Puzzle']","['PlayStation Store', 'App Store', 'Nintendo Store', 'Xbox Store', 'Steam']","['2D', 'Full controller support', '4 Player Local', 'Steam Achievements', 'Steam Leaderboards', 'Local Multiplayer', 'Multiplayer', 'Physics', 'Singleplayer', 'Split Screen', 'Online multiplayer', 'cooperative', 'party', 'steam-trading-cards']"
Ring of Elysium,2018-09-19,3.12,['PC'],"['Action', 'Shooter', 'Massively Multiplayer']",['Steam'],"['Survival', 'cooperative', 'mmo']"
Crayon Physics Deluxe,2009-01-07,3.37,"['PC', 'macOS']","['Casual', 'Indie']",['Steam'],"['2D', 'Cute', 'Family Friendly', 'Physics', 'Singleplayer', 'Touch-Friendly']"
King's Bounty: The Legend,2008-04-24,4.09,"['PC', 'macOS']","['RPG', 'Strategy']","['Steam', 'GOG']","['Steam Cloud', 'Atmospheric', 'Classic', 'Fantasy', 'Great Soundtrack', 'Hex Grid', 'Open World', 'RPG', 'Singleplayer', 'Tactical', 'Tactical RPG', 'Turn-Based', 'Turn-Based Combat', 'Turn-Based Strategy', 'role-playing']"
Jamestown: Legend of the Lost Colony,2011-06-08,3.29,"['PlayStation 4', 'PC', 'macOS']","['Action', 'Arcade', 'Indie']","['Steam', 'PlayStation Store']","['2D', 'Full controller support', '4 Player Local', 'Alternate History', 'Steam Achievements', 'Steam Leaderboards', 'Bullet Hell', 'Controller', 'Co-op', 'Cult Classic', 'Difficult', 'Great Soundtrack', 'Local Co-Op', 'Local Multiplayer', 'Mars', 'Pixel Graphics', 'Retro', 'Sci-fi', ""Shoot 'Em Up"", 'Singleplayer', 'Split Screen', 'Steampunk', 'Top-Down Shooter', 'cooperative', 'stats']"
